Sensors,shannon entropy,spectral edge frequency,correlation matrix (channel)
TP9,0.8046174502365863,-0.10306229662965471,0.3289488239479701
AF7,0.5442554239080342,-0.09950985621620474,0.9230417524569374
AF8,1.5077137832853822,-0.10666203665901122,1.0510163163767972
TP10,0.7610447854472339,-0.10179867850409474,1.6969931072182962
