Sensors,shannon entropy,spectral edge frequency,correlation matrix (channel),correlation matrix (frequency),crosscorrelation (dyad),hjorth activity,hjorth mobility,hjorth complexity,skewness,kurtosis,Petrosian FD,Hjorth FD,Katz FD,Higuchi FD
TP9,0.8046174502365863,-0.10306229662965471,0.3289488239479701,0.0031024391152531757,0.018547719208727654,635.6745266243223,1.3741664366255995,7.733351569465765,-0.5993110168381667,3.4831337501181263,0.5677863891945212,0.34789842045743125,0.6390017821633833,1.5969612540835658
AF7,0.5442554239080342,-0.09950985621620474,0.9230417524569374,0.008137812392496656,0.09457101366303583,146.74487106063265,2.8600608656538826,5.481210722872438,-0.3313285332885053,0.9639532743027468,0.5660996809790207,0.4271213928661345,0.4860375140271797,1.6920286242921747
AF8,1.5077137832853822,-0.10666203665901122,1.0510163163767972,0.06727379154116733,0.3998234669758239,5111.943281439304,0.4845780386444406,1.44697309315035,-0.22275755458987848,0.4880954892884475,0.5613212506013148,0.4548875438384355,0.7310618540514434,1.9884320533556765
TP10,0.7610447854472339,-0.10179867850409474,1.6969931072182962,3.921485956951083,3.487057800152412,634.8393449519159,1.3750700521735963,3.223016595002088,0.6573200738065529,0.08243891929140812,0.568682921838681,0.3061535463615429,0.5765158645436513,1.9208100641952397
