TP9,AF7,AF8,TP10
8.789,39.551,138.672,-28.809
5.859,33.691,147.949,-16.602
1.953,31.25,86.426,-18.066
1.953,39.551,9.277,-32.227
2.441,40.527,83.984,-38.574
7.812,39.551,126.953,-29.785
7.324,37.598,108.887,-20.02
2.93,34.668,62.5,-27.344
-0.977,33.691,31.25,-44.434
-1.953,34.668,98.633,-49.316
-0.488,32.715,85.449,-38.086
1.465,32.227,67.383,-37.598
3.418,36.133,93.75,-51.27
-4.395,35.156,10.254,-68.359
-5.859,32.715,33.691,-74.707
4.395,35.156,76.172,-66.406
5.859,36.621,55.664,-57.129
2.93,38.574,84.961,-60.547
-4.883,37.598,27.832,-75.684
-10.742,34.668,-11.719,-78.613
-5.371,35.156,78.125,-68.848
0.0,38.086,81.055,-54.199
4.395,36.133,117.676,-43.945
6.348,34.668,68.848,-47.363
9.766,35.156,15.625,-57.617
11.719,33.691,62.012,-49.805
14.16,41.016,71.777,-36.621
16.113,46.387,99.121,-31.738
17.09,41.504,51.758,-45.898
15.137,41.016,17.09,-53.711
11.23,40.039,98.633,-36.133
11.719,39.551,63.965,-28.32
12.695,41.504,99.609,-31.738
12.695,40.527,91.797,-41.016
7.812,37.598,5.371,-49.805
5.859,35.645,86.426,-49.805
5.859,34.18,119.141,-42.969
6.836,30.762,101.074,-38.574
8.789,32.227,37.598,-45.41
6.836,36.133,-36.133,-55.176
4.883,37.109,53.223,-53.711
6.836,33.203,139.648,-37.109
8.789,30.273,98.145,-25.391
9.277,33.691,21.973,-34.668
8.301,34.668,27.344,-42.48
6.348,30.273,111.328,-42.48
7.812,29.785,98.633,-40.039
12.695,31.25,106.445,-31.25
12.207,30.762,91.797,-35.156
6.348,39.062,11.23,-53.711
4.883,44.434,57.617,-54.199
14.648,40.527,83.496,-34.18
18.066,37.598,101.074,-20.508
16.602,38.086,91.309,-27.832
14.16,38.086,-3.418,-41.504
17.09,34.668,49.805,-31.738
30.762,38.574,101.074,-17.09
22.949,40.039,122.07,-29.785
9.277,40.039,108.398,-49.805
9.277,49.805,38.574,-65.43
9.766,53.711,54.688,-64.453
11.23,48.828,74.707,-49.805
12.695,46.875,52.246,-40.039
-0.488,49.805,86.426,-47.852
-2.441,45.898,58.594,-66.406
7.812,42.48,41.992,-69.336
9.766,43.945,83.008,-59.57
12.207,45.41,87.402,-46.875
7.324,44.434,70.312,-47.363
6.348,44.922,26.855,-55.664
8.301,44.922,62.5,-59.57
5.371,44.922,83.008,-51.27
9.766,42.48,131.836,-42.48
13.672,39.062,126.465,-42.969
9.277,40.039,20.02,-50.293
6.348,41.992,23.438,-56.641
9.277,48.828,93.75,-50.293
15.137,52.734,64.941,-40.527
13.672,47.852,68.848,-34.668
13.184,42.969,39.062,-52.734
13.672,41.016,14.648,-71.289
13.184,39.062,105.957,-58.594
19.043,36.133,77.148,-41.016
19.531,37.109,62.988,-28.32
14.16,39.551,57.617,-34.18
11.719,36.621,-9.766,-51.758
14.648,35.156,77.637,-41.504
18.066,40.039,58.594,-26.367
21.973,41.504,37.109,-29.297
21.484,43.457,99.609,-33.203
16.602,44.434,-5.859,-41.016
16.113,41.016,28.809,-42.48
18.555,40.527,63.965,-29.297
15.625,37.598,70.312,-28.32
17.09,38.086,105.957,-36.133
17.09,38.574,20.508,-48.34
16.602,35.156,43.457,-52.734
21.484,36.133,82.031,-40.039
26.855,38.574,75.684,-30.273
25.879,40.039,53.711,-37.598
23.438,40.039,-28.32,-53.711
22.461,44.434,24.414,-52.734
26.367,46.875,73.73,-38.086
27.832,44.922,57.129,-26.855
22.461,46.387,72.266,-26.855
18.555,41.016,35.645,-41.992
12.207,37.598,36.133,-47.852
15.625,40.039,80.078,-35.645
21.484,37.598,90.332,-30.273
17.09,37.109,93.262,-31.738
10.742,35.645,-3.418,-41.016
9.277,30.762,9.766,-52.734
14.16,29.297,103.516,-42.969
16.602,33.203,58.105,-27.832
15.625,36.133,65.918,-24.902
11.719,35.645,20.508,-38.086
10.742,37.109,13.184,-57.129
14.16,40.039,142.09,-44.922
16.113,38.086,83.008,-36.133
12.207,35.156,68.359,-35.645
11.719,40.527,69.336,-39.062
12.695,44.434,11.23,-50.781
9.277,41.504,75.684,-45.41
9.766,37.598,107.91,-31.738
8.789,36.621,90.332,-27.832
4.883,34.18,11.23,-35.156
4.395,33.691,-36.133,-49.316
3.906,35.156,57.129,-45.41
4.395,32.227,78.125,-30.273
5.859,31.25,60.059,-37.109
0.0,33.203,80.566,-47.363
-2.93,31.738,-4.395,-53.223
2.93,32.227,40.039,-51.27
5.371,34.18,87.891,-39.551
8.789,30.762,74.707,-28.809
9.766,30.762,44.434,-38.086
11.719,32.715,-9.766,-57.129
18.066,35.156,42.48,-62.012
36.621,42.969,62.5,-38.086
46.875,43.457,29.297,-14.648
13.184,36.133,28.32,-39.551
-4.395,29.297,-0.488,-57.617
-0.977,22.461,66.406,-52.734
3.418,21.484,66.406,-45.898
12.207,25.879,50.293,-34.18
9.766,28.32,81.055,-34.18
3.418,28.32,-19.531,-48.34
4.883,25.391,12.695,-58.594
12.207,29.785,88.379,-53.223
16.113,35.645,23.438,-46.875
11.719,36.621,54.688,-50.781
6.836,35.156,18.555,-58.105
6.836,34.668,30.762,-63.965
9.766,33.203,122.559,-58.594
10.254,31.738,38.574,-50.781
12.207,33.203,43.457,-49.316
8.789,30.762,62.988,-58.105
5.371,29.785,21.973,-62.012
6.836,26.367,83.008,-45.41
8.789,22.461,118.164,-34.18
5.859,24.902,73.242,-28.809
1.465,27.832,13.672,-33.691
2.441,26.367,5.371,-44.922
5.859,27.344,64.453,-34.668
9.766,28.32,135.254,-19.043
10.254,28.809,111.816,-12.207
4.883,29.785,20.508,-20.996
2.93,31.738,-0.488,-36.133
14.16,36.621,71.289,-29.297
19.531,35.645,80.566,-10.742
21.973,35.156,98.145,-6.348
22.949,34.18,72.266,-15.137
26.367,36.133,-0.488,-26.367
31.25,36.133,107.91,-23.438
31.738,34.18,106.934,-4.883
29.785,39.062,63.477,0.0
23.438,40.527,67.383,-15.625
20.02,39.062,3.418,-26.367
19.531,37.598,79.102,-18.555
16.113,35.156,110.84,-3.418
13.184,29.785,28.809,0.977
15.625,31.738,86.426,-6.348
11.23,36.621,85.449,-17.09
10.742,36.133,77.637,-19.531
17.578,33.203,106.445,-13.184
12.207,25.879,106.445,-10.742
3.906,24.414,72.266,-12.695
0.0,27.832,-28.809,-29.297
-3.906,31.25,61.035,-34.668
2.93,33.203,111.816,-18.066
6.836,29.297,40.527,-10.254
2.93,26.855,91.309,-11.23
7.812,31.25,37.598,-18.066
9.766,33.691,41.016,-26.367
10.742,33.691,98.633,-17.578
20.02,35.645,93.75,-5.371
19.531,38.574,95.703,-8.301
16.113,39.551,19.043,-16.602
17.578,32.715,0.0,-21.973
19.043,31.738,64.941,-12.695
23.926,37.109,68.359,-2.93
25.391,35.645,96.68,-11.719
20.996,35.645,53.223,-17.578
20.508,38.574,21.973,-16.602
23.926,32.715,109.375,-9.277
26.855,32.715,114.258,-0.977
24.414,39.062,68.848,0.0
20.508,36.133,2.441,-12.207
20.508,35.645,2.441,-30.762
22.461,38.086,67.383,-22.461
20.02,37.109,83.496,-4.883
15.137,32.715,62.5,-7.812
11.719,31.738,23.438,-18.066
15.137,36.133,8.301,-23.926
17.578,37.598,102.051,-14.16
19.531,36.133,67.871,-11.23
19.531,33.691,39.551,-14.648
14.16,32.715,57.617,-20.508
12.695,34.668,-7.812,-31.738
14.648,32.715,58.105,-23.438
16.602,32.227,68.359,-4.395
16.602,34.18,82.52,6.836
14.16,28.809,36.621,-0.977
12.695,26.367,-55.664,-15.137
14.16,30.273,40.527,-12.695
15.625,32.715,101.074,-0.488
16.113,36.621,71.289,8.789
14.16,37.109,22.949,7.812
10.742,33.691,-32.227,-4.395
14.16,34.668,82.031,-10.742
21.973,38.086,79.59,1.465
21.973,39.062,51.758,4.395
23.926,40.039,83.496,-5.859
24.902,39.062,-3.418,-16.113
18.555,40.527,30.762,-22.461
20.996,41.504,72.266,-9.766
28.32,39.062,64.453,0.977
27.344,37.109,88.867,0.0
23.438,40.039,41.016,-8.301
22.461,42.969,38.086,-12.695
24.902,41.504,107.422,6.348
26.367,43.457,91.309,18.555
21.484,42.48,55.664,12.207
17.09,39.551,-3.418,1.953
19.531,43.945,38.574,-7.812
20.02,48.34,110.84,2.441
27.344,48.34,100.586,18.066
29.297,44.434,65.43,18.555
18.555,43.945,23.438,4.883
18.555,47.363,38.086,-1.465
27.344,45.41,117.188,11.23
27.344,44.434,53.711,25.879
19.043,46.875,25.879,22.461
15.625,46.387,57.129,-0.977
17.09,43.945,15.625,-16.602
19.531,47.852,103.516,-8.789
20.508,50.293,88.379,4.883
16.113,50.293,59.57,9.277
14.648,54.199,31.738,5.859
19.043,55.664,-30.762,-0.977
24.902,53.711,93.75,-0.977
34.668,52.246,58.105,8.789
33.691,52.734,34.18,9.766
29.297,52.734,85.938,2.441
32.715,49.316,7.324,-4.395
34.668,46.387,68.359,-1.953
33.691,51.758,86.426,12.695
34.668,57.129,93.262,20.996
30.762,54.688,57.129,8.301
29.297,55.664,-4.883,-8.789
31.738,56.641,85.449,-3.906
31.738,54.688,82.52,10.254
34.668,54.688,79.59,13.672
36.621,51.758,116.699,5.371
30.273,52.734,26.855,-2.93
26.855,48.828,87.891,-3.906
33.691,44.922,116.211,7.324
36.621,49.805,53.711,18.066
34.668,48.828,86.426,12.207
35.645,51.758,17.578,-0.488
36.621,57.617,43.457,-5.371
42.969,58.594,125.977,8.789
44.922,57.617,73.73,16.602
37.598,58.105,28.809,13.672
33.203,59.57,31.25,4.883
37.109,57.617,49.805,-6.348
42.48,56.641,101.562,4.395
43.945,62.988,132.324,15.137
43.945,62.012,101.562,11.719
47.363,62.5,14.648,0.977
50.781,65.918,16.602,-5.371
47.363,61.035,99.121,4.883
48.34,58.594,47.852,20.996
52.734,62.012,62.988,17.578
48.828,62.5,60.547,0.0
42.969,59.082,-9.766,-7.812
48.34,56.641,90.332,3.906
52.734,56.641,82.031,20.02
51.758,55.664,40.527,24.902
46.387,53.711,11.23,13.672
42.969,58.105,-2.93,1.465
45.41,61.035,99.609,3.418
50.293,60.547,39.062,12.695
47.363,60.059,36.133,16.602
41.016,57.617,42.969,4.883
39.551,56.152,-25.391,-4.883
41.992,55.176,62.988,1.953
43.457,58.594,25.391,5.859
42.969,60.547,24.414,0.0
41.992,59.57,74.707,-8.301
38.086,62.012,-16.602,-13.672
37.109,61.523,38.086,-6.836
40.039,59.082,58.105,8.789
39.062,53.711,33.203,9.766
40.039,52.246,-4.395,1.465
40.527,57.617,-43.945,-14.16
45.41,58.105,43.457,-14.648
56.152,56.641,67.383,11.719
55.176,53.223,36.621,22.461
51.758,51.27,-11.719,12.695
46.387,56.152,-21.973,-1.953
39.062,58.105,53.223,-5.371
40.039,55.176,68.359,11.719
41.016,52.246,-4.395,21.973
40.527,52.734,32.715,19.531
38.574,53.711,12.207,5.371
40.039,50.293,-4.395,-3.418
47.852,50.293,86.914,13.672
49.805,54.688,65.918,16.113
40.039,51.27,24.414,8.789
36.133,50.293,-24.414,-2.441
41.016,57.129,-43.457,-7.812
46.387,55.176,65.918,10.742
48.828,54.199,30.273,22.949
45.898,56.152,-1.953,19.531
43.457,53.711,-5.371,6.348
41.504,55.664,-45.898,1.953
42.969,56.152,37.598,13.672
45.41,49.316,27.832,22.461
45.41,47.363,-8.789,12.695
41.992,51.758,-61.035,2.441
39.551,47.363,-79.59,0.0
42.48,41.016,5.371,7.324
47.363,41.504,-12.207,20.996
46.387,40.527,-16.602,20.996
45.898,44.434,-22.461,9.277
40.527,45.41,-63.965,-3.906
45.898,42.48,6.348,6.348
55.664,43.945,-29.297,21.973
51.27,43.457,-37.109,24.414
48.828,41.992,-38.086,19.043
47.363,41.016,-118.652,3.906
46.387,37.598,-19.531,10.254
50.293,32.715,-13.672,26.367
46.387,32.715,-48.828,17.578
43.945,37.598,-52.734,4.395
46.387,36.621,-78.125,-2.441
43.457,30.273,15.137,-0.977
49.316,27.832,-12.207,21.484
56.152,29.785,-44.434,32.227
51.758,27.344,-14.16,22.461
50.293,28.32,-62.5,8.789
54.199,28.32,-34.668,3.418
56.641,26.855,12.695,17.09
58.105,26.367,-19.043,23.438
54.199,25.391,-36.621,12.695
48.828,25.879,-97.656,2.93
49.316,25.391,-75.195,4.883
51.758,22.949,40.527,9.766
55.664,24.414,34.668,17.09
55.664,24.902,-16.113,19.043
54.199,23.438,-68.359,9.766
57.129,20.996,-42.48,5.371
61.523,21.484,32.227,13.672
59.57,20.508,33.691,25.879
55.664,12.695,13.184,26.367
52.734,10.254,-63.965,8.301
44.434,11.23,-40.039,-0.488
45.898,12.695,31.738,11.23
50.293,11.23,-20.02,25.391
50.781,10.254,1.953,18.555
50.293,12.207,-28.809,2.441
54.688,14.648,-53.711,1.465
62.5,11.719,57.129,12.695
62.988,8.789,-4.395,25.879
59.57,9.277,-21.973,28.32
53.223,8.789,-5.859,13.672
48.828,7.324,-40.039,8.301
45.41,2.93,68.359,18.555
46.875,0.977,-4.395,21.973
53.711,7.812,-45.898,17.578
46.875,9.766,-3.418,6.348
38.574,6.836,-41.992,-6.836
45.898,6.836,66.895,-8.789
46.387,5.371,39.551,2.441
35.156,-0.977,-35.156,4.883
32.715,-2.441,11.719,1.465
34.18,-0.977,-22.949,-3.418
34.18,-5.859,36.621,-6.348
39.062,-5.371,53.223,13.672
41.016,-0.488,14.16,22.949
41.504,0.0,-52.734,5.859
37.109,-2.93,-70.312,-4.395
33.203,-0.977,39.551,-0.977
37.109,1.465,63.477,5.371
38.574,0.0,51.27,10.254
35.156,-1.465,23.438,6.348
34.668,-4.883,-45.41,-3.906
36.133,-9.766,-2.441,-4.883
40.527,-10.742,57.617,9.277
47.852,-3.906,49.805,20.02
44.922,-0.488,14.16,18.555
39.551,-3.906,-33.203,1.953
41.504,-5.371,17.09,-5.859
43.945,-0.488,58.105,10.254
43.457,-0.488,12.207,20.996
46.875,-0.977,1.953,11.719
47.363,1.465,-20.02,-3.418
44.922,4.395,11.23,-2.93
53.711,2.93,89.844,12.207
56.152,0.977,3.418,20.508
47.363,7.324,-41.504,13.184
41.016,9.766,37.598,-1.465
43.945,6.836,21.973,-6.348
48.34,-0.488,65.43,1.465
51.758,-4.883,73.73,7.324
52.734,-2.441,31.738,5.371
52.246,-2.441,-41.504,-5.371
47.852,-4.395,-3.906,-18.066
44.922,-6.348,114.746,-6.836
50.781,-5.371,27.344,7.324
51.758,-5.859,7.324,10.254
45.898,-9.277,65.43,0.0
41.016,-10.742,1.953,-13.672
44.434,-6.348,75.684,-4.883
41.992,-5.371,62.5,5.859
36.621,-10.742,29.297,-0.488
34.668,-6.836,22.949,-13.184
32.227,0.977,-24.902,-22.461
30.762,-2.441,60.059,-14.16
32.227,-9.277,76.172,7.812
29.785,-5.859,45.41,6.836
30.762,-3.906,24.902,-7.812
32.715,-4.395,-14.648,-16.602
35.645,-2.93,33.691,-9.766
43.945,0.977,63.477,4.883
45.898,0.977,47.852,2.441
44.922,0.977,53.711,-2.93
52.734,6.348,3.906,-6.348
64.453,5.371,31.738,-5.371
70.312,-2.441,106.934,7.324
76.172,1.953,52.246,20.996
76.66,9.277,28.32,11.23
69.824,4.395,30.273,0.488
70.801,-3.906,72.266,1.953
71.777,0.0,138.184,4.883
70.312,6.348,59.57,7.812
66.895,0.0,60.547,-4.395
60.059,0.977,65.43,-19.043
57.129,5.371,71.777,-15.625
54.688,0.488,150.879,-4.883
55.176,2.93,115.234,-2.93
54.688,7.324,62.988,-7.812
52.734,8.301,-20.02,-19.531
48.34,8.789,59.57,-16.113
53.223,5.371,156.738,4.883
57.129,4.883,99.609,14.648
48.828,3.418,81.055,4.883
48.828,4.883,47.363,-14.16
51.27,3.418,34.668,-13.184
58.594,0.977,130.371,6.348
62.5,5.371,59.57,13.184
54.688,4.395,35.156,4.883
50.293,5.371,52.246,-3.906
50.781,5.859,1.953,-14.648
51.27,3.418,127.441,-13.672
55.176,0.977,103.516,1.465
57.129,-1.953,51.758,-1.953
51.27,2.93,103.516,-19.531
42.969,4.883,35.156,-24.414
45.41,0.977,100.098,-12.695
48.828,2.93,112.305,0.488
43.457,4.883,56.152,-3.418
43.457,4.395,26.855,-14.16
40.527,2.93,22.461,-18.555
39.551,0.977,91.797,-15.137
38.086,0.488,74.707,-3.418
36.133,2.441,54.199,6.836
32.715,3.418,19.043,-11.719
30.762,2.93,-8.789,-30.273
35.645,5.371,92.285,-22.461
40.527,7.324,117.676,-10.254
42.969,10.742,13.184,-11.719
35.156,13.184,6.348,-20.02
25.879,9.766,-31.738,-26.855
20.02,7.812,-6.348,-28.809
20.02,7.812,40.039,-18.555
17.578,3.906,-24.414,-10.254
12.207,4.395,-124.512,-16.602
14.16,3.418,-163.574,-30.762
15.625,1.465,35.156,-25.879
20.996,5.859,142.578,-4.395
22.461,8.789,-6.348,0.0
17.578,5.859,-23.438,-5.859
16.602,6.348,-6.836,-11.719
20.02,8.301,-41.504,-16.113
21.484,4.395,-19.043,-7.812
19.531,3.906,-123.535,-3.418
19.531,9.277,-143.555,-8.789
12.207,4.395,-136.23,-17.578
10.254,-0.488,-173.828,-16.602
16.602,8.301,-95.703,-2.441
19.043,14.648,-98.633,0.0
20.508,14.648,-95.215,-7.812
14.16,12.207,-59.57,-21.484
7.812,12.207,-109.863,-22.461
13.184,14.16,-15.137,-14.648
18.066,10.254,-31.25,-11.23
17.578,8.301,-18.066,-12.695
14.16,11.719,-17.09,-24.414
6.348,7.812,-52.734,-28.32
7.812,6.836,49.805,-19.531
9.766,10.254,66.406,-5.859
9.277,12.207,20.996,1.953
14.648,15.137,34.668,-12.695
14.648,16.602,40.039,-27.832
11.23,13.184,100.586,-21.484
12.695,9.766,84.961,-6.836
12.695,8.789,33.691,-4.395
6.836,8.301,31.738,-16.113
8.789,7.812,-9.277,-26.367
18.555,9.766,64.941,-20.996
20.508,8.301,106.934,-9.277
15.625,7.324,95.215,-3.418
16.113,12.207,49.805,-9.277
11.719,13.184,-8.301,-25.879
9.277,10.254,104.98,-26.367
4.883,9.766,118.652,-12.695
-0.488,9.766,100.098,-11.23
3.906,8.301,79.102,-21.484
0.0,7.324,8.789,-31.25
-2.441,12.695,55.664,-38.086
4.395,16.113,127.441,-30.762
7.812,13.184,28.809,-21.973
9.277,12.207,26.855,-34.18
4.395,13.184,81.055,-47.852
4.883,13.184,41.992,-42.48
13.672,15.625,95.703,-26.855
11.719,14.648,93.75,-17.09
10.742,11.719,71.777,-20.996
3.906,13.184,16.602,-39.062
1.953,15.137,33.691,-38.574
8.301,16.113,125.488,-22.949
9.766,15.137,43.945,-19.531
10.742,14.16,14.16,-20.996
8.301,11.23,43.457,-32.715
10.254,8.789,29.297,-39.062
14.648,9.277,105.957,-23.438
11.719,10.742,66.895,-12.695
10.254,11.719,12.207,-18.066
9.766,10.742,-0.488,-33.203
7.812,14.648,13.672,-40.527
10.254,19.043,127.93,-30.762
14.648,19.043,59.57,-25.391
10.742,18.555,-31.738,-33.203
0.488,14.16,23.926,-44.922
0.0,8.789,44.434,-51.758
6.836,10.254,97.168,-38.574
8.301,14.16,43.945,-19.043
6.348,14.648,21.484,-22.461
3.418,19.043,-0.488,-40.527
4.395,20.508,-64.453,-47.363
6.348,19.531,66.406,-43.457
12.207,20.508,96.191,-33.203
12.695,19.531,23.438,-26.367
4.883,15.625,24.902,-41.992
6.836,17.578,12.695,-50.781
13.672,14.648,60.059,-35.645
15.137,8.301,78.125,-24.902
10.742,11.719,8.789,-25.879
6.836,16.113,29.785,-35.645
1.465,16.113,-6.348,-47.852
0.0,14.648,21.973,-47.852
3.906,12.695,78.125,-37.109
3.418,15.625,-5.371,-36.133
4.883,19.531,-4.883,-50.781
0.0,17.09,11.23,-59.57
-6.348,13.672,43.945,-52.246
-2.93,14.648,99.121,-40.039
-2.441,14.648,59.57,-36.621
-5.371,14.648,33.203,-44.922
-9.277,18.066,-16.113,-63.965
-9.277,18.066,13.184,-67.383
-2.93,16.602,91.797,-46.875
-0.977,16.602,57.129,-40.039
5.371,18.066,-20.02,-44.434
8.789,18.555,-13.672,-50.293
5.859,18.066,47.852,-57.129
8.301,18.066,116.699,-47.852
12.695,16.602,18.555,-36.621
6.836,13.184,-20.996,-37.109
-1.953,13.184,35.156,-41.992
-3.418,14.648,38.574,-40.527
0.488,13.184,84.961,-28.809
4.883,13.184,53.711,-20.508
3.418,13.672,41.992,-25.391
4.883,17.578,-21.484,-40.039
1.953,20.996,-49.316,-48.34
-2.441,19.043,103.027,-41.504
2.93,18.555,90.82,-33.691
7.812,19.531,-12.695,-36.621
1.465,20.508,22.461,-47.852
-1.953,20.996,29.297,-51.27
3.906,19.531,83.984,-40.039
8.789,21.484,61.523,-25.391
5.859,25.879,1.953,-24.902
-1.953,23.438,3.906,-46.387
-3.906,18.066,-1.953,-62.012
-4.883,19.531,44.922,-50.781
-3.418,24.902,58.105,-29.297
2.93,24.414,46.387,-22.949
6.348,19.531,36.621,-32.227
5.371,16.602,-28.809,-42.969
2.93,18.066,41.016,-43.945
-3.418,16.113,86.426,-32.227
-6.348,14.16,14.16,-26.367
-6.836,14.16,11.23,-39.551
-12.695,9.277,-1.465,-55.176
-11.719,7.812,45.41,-52.246
-2.441,12.695,102.051,-37.598
1.465,15.137,5.859,-28.809
-2.93,14.16,-17.09,-33.203
-8.789,16.113,-4.395,-50.781
-8.301,17.09,40.039,-55.176
-6.348,11.719,124.023,-41.504
-4.883,15.625,-17.578,-36.621
-7.812,19.043,-23.438,-48.828
-10.742,13.184,32.227,-60.547
-11.719,11.23,4.395,-60.547
-7.812,11.719,58.594,-43.457
-1.465,12.695,37.109,-34.18
-5.371,13.672,12.695,-45.898
-12.207,12.207,-48.828,-63.965
-11.719,13.672,-44.434,-65.43
-12.207,15.137,80.566,-48.34
-11.23,14.16,33.691,-37.598
-13.672,17.09,-27.832,-45.898
-22.461,19.043,-40.039,-61.035
-20.508,14.648,-23.926,-68.359
-15.625,14.648,110.84,-58.105
-10.742,20.508,33.203,-46.875
-5.859,23.438,-33.691,-51.758
-15.137,21.973,-19.043,-65.43
-16.113,17.578,-8.789,-73.242
-12.207,18.555,71.289,-63.477
-16.113,19.531,24.902,-54.199
-12.207,19.531,-51.27,-52.246
-10.254,21.973,11.23,-62.988
-13.672,24.902,47.852,-72.754
-17.578,22.461,58.105,-64.941
-14.16,20.996,69.824,-48.828
-11.23,22.949,-11.23,-45.41
-12.207,20.508,-26.855,-55.664
-12.695,20.508,4.883,-60.547
-12.207,19.043,56.152,-51.758
-8.301,16.602,65.918,-39.551
-10.254,20.02,29.785,-40.039
-13.184,22.949,-0.488,-57.617
-10.742,23.438,-24.902,-63.965
-10.742,22.949,75.195,-53.223
-11.23,19.043,132.324,-43.457
-6.348,15.625,-0.977,-41.016
-12.695,17.578,-21.973,-56.152
-20.508,20.02,48.828,-72.266
-20.508,16.602,63.477,-58.105
-15.137,17.578,87.891,-37.598
-12.207,21.484,40.527,-31.25
-11.719,25.879,25.391,-38.086
-10.254,31.25,1.953,-56.152
-4.883,31.25,2.441,-55.664
-5.859,27.344,116.699,-45.41
-11.23,24.902,76.172,-35.645
-11.719,27.344,22.461,-48.34
-15.137,27.832,-4.883,-69.336
-12.207,23.926,9.766,-64.941
-8.789,23.926,102.051,-51.758
-7.812,22.461,14.16,-38.574
-3.418,20.508,-18.066,-38.086
-5.371,18.555,29.297,-51.27
-9.277,20.996,14.648,-58.594
-9.277,24.414,71.289,-47.852
-10.254,22.949,18.555,-32.715
-8.789,21.973,13.184,-42.48
-11.23,24.414,26.367,-59.082
-11.719,27.344,2.441,-65.43
-10.254,23.926,80.566,-55.664
-10.742,20.996,43.945,-40.039
-5.371,22.461,-12.207,-41.992
-6.348,24.902,-5.859,-53.711
-3.418,26.367,3.906,-56.152
1.465,23.438,49.805,-41.504
0.977,20.996,39.062,-34.18
2.441,23.926,-6.348,-41.504
-4.395,30.273,-58.105,-46.875
-11.719,31.25,-18.555,-56.152
-6.836,27.832,70.312,-52.734
-3.906,25.879,40.039,-36.621
-5.859,23.438,-48.34,-33.203
-10.254,25.879,-126.953,-44.434
-14.648,28.809,-162.109,-56.641
-7.812,26.367,-88.379,-45.41
-5.371,24.902,-69.824,-32.715
-10.742,25.879,-159.668,-31.738
-10.254,22.949,-146.484,-34.18
-7.812,24.414,-80.078,-49.316
-1.465,32.227,-14.16,-44.922
4.883,30.273,97.168,-25.879
4.395,22.461,15.137,-26.855
-1.953,22.949,-10.742,-40.039
-9.277,26.855,14.648,-52.246
-4.395,24.414,26.855,-46.875
0.0,23.926,131.348,-36.133
-3.906,25.391,37.109,-30.762
-5.859,26.855,-90.332,-41.992
-9.766,23.438,-149.902,-64.941
-6.836,19.531,-137.207,-51.27
0.0,24.414,-105.469,-36.621
-3.418,23.438,-213.379,-38.086
-4.395,20.02,-206.543,-41.016
-3.418,23.926,-147.949,-57.129
-7.324,25.879,-165.527,-61.523
-4.883,21.973,-103.027,-49.316
-2.441,20.508,-145.02,-34.668
-8.301,20.02,-185.547,-43.945
-15.625,19.043,-195.312,-66.895
-15.625,21.484,-148.926,-67.871
-11.23,20.996,-73.242,-52.734
-13.672,21.484,-134.277,-39.551
-13.672,21.973,-193.359,-45.41
-15.625,20.508,-201.66,-64.941
-19.043,28.32,-141.602,-72.754
-12.695,32.715,-31.738,-61.035
-5.371,26.855,-87.891,-46.875
-7.324,25.879,-207.031,-51.27
-10.742,24.902,-139.16,-73.73
-5.371,24.902,-87.402,-77.637
0.0,30.762,6.348,-61.523
0.0,28.32,98.633,-48.34
0.0,25.391,54.688,-47.852
-4.883,27.832,72.754,-64.453
-10.254,27.832,103.516,-77.148
-14.648,25.879,172.363,-68.359
-14.648,25.391,221.68,-55.664
-15.137,26.367,134.277,-56.152
-13.672,26.855,100.586,-68.359
-9.277,27.832,154.297,-76.66
-9.766,27.344,185.059,-62.012
-8.789,24.414,204.102,-44.434
-5.371,17.578,170.898,-46.875
-9.277,14.16,117.676,-63.965
-14.648,16.602,98.145,-76.172
-13.184,22.461,173.828,-62.5
-9.277,20.996,208.008,-45.898
-6.836,15.625,105.957,-40.039
-17.09,17.578,79.102,-48.828
-25.391,19.531,102.539,-74.219
-20.508,24.414,151.855,-73.73
-14.16,25.391,185.547,-58.594
-10.254,21.484,83.984,-57.617
-15.625,20.508,62.988,-66.895
-20.996,20.996,64.941,-78.125
-18.555,22.949,80.566,-77.148
-13.672,22.461,156.738,-64.453
-11.23,23.926,77.148,-52.246
-14.16,22.949,21.484,-58.105
-14.16,19.043,46.387,-71.289
-8.301,26.855,71.777,-68.848
-5.371,30.762,145.996,-53.223
-4.883,27.344,87.891,-44.434
-1.953,24.414,59.082,-42.969
-4.883,27.344,76.172,-59.57
-3.906,34.668,70.312,-66.895
-0.488,33.691,151.367,-45.898
1.465,30.762,90.332,-38.086
3.906,30.273,19.043,-48.34
-0.488,30.762,89.844,-63.477
-3.906,29.785,86.426,-64.453
-2.441,25.879,118.652,-46.875
-6.348,28.32,136.719,-39.551
-7.812,29.785,45.898,-47.852
-6.836,29.297,59.082,-55.176
-3.906,34.668,92.773,-55.176
2.441,35.156,128.906,-44.434
12.207,33.203,159.18,-32.715
16.602,33.203,83.984,-33.203
12.695,34.668,34.18,-48.828
10.254,34.18,35.645,-54.199
8.789,31.738,121.094,-45.898
1.953,28.32,127.441,-41.992
-1.953,28.809,61.523,-43.945
-0.488,32.715,51.27,-52.734
-12.695,31.738,62.012,-61.523
-15.625,31.25,103.516,-46.875
-7.324,33.203,151.367,-27.344
-2.93,32.715,31.25,-27.832
-5.859,31.738,0.977,-40.039
-9.766,31.25,66.895,-56.152
