TP9,AF7,AF8,TP10
-20.508,20.02,105.957,-60.547
-14.648,20.996,46.875,-54.688
-15.625,19.531,-29.297,-62.012
-21.973,21.973,-31.738,-74.707
-21.973,22.949,9.766,-77.637
-16.113,20.02,124.512,-62.5
-16.113,19.043,113.77,-57.129
-19.043,14.648,30.273,-66.406
-16.602,15.137,-8.301,-70.801
-13.184,20.02,29.785,-66.895
-13.672,20.508,133.301,-60.059
-15.137,21.484,73.73,-64.941
-18.066,20.508,2.441,-76.172
-20.508,20.996,-41.504,-86.914
-18.555,22.949,4.883,-83.984
-14.648,25.879,119.629,-70.312
-13.672,27.344,68.848,-62.988
-11.23,23.926,13.184,-66.406
-12.207,20.508,-4.395,-76.172
-15.137,23.438,-21.973,-79.59
-12.695,22.949,92.773,-67.871
-9.766,17.578,109.863,-55.176
-7.324,18.066,19.531,-57.129
-5.859,21.484,-20.508,-72.754
-9.277,20.996,-42.969,-78.613
-7.324,19.043,40.039,-63.965
2.441,18.555,82.52,-52.246
3.418,24.902,29.297,-55.664
1.465,27.344,10.254,-69.336
0.977,24.414,-55.664,-76.172
0.977,26.367,46.387,-67.871
2.93,24.902,165.527,-57.617
1.465,23.926,61.523,-58.594
-1.953,26.367,-25.391,-68.848
-1.953,25.879,-26.855,-67.871
0.488,27.832,67.383,-58.105
0.488,29.297,115.234,-54.688
-0.977,28.32,53.711,-57.129
-4.395,31.738,-36.133,-65.918
-8.301,31.25,-36.621,-79.102
-12.695,31.738,57.617,-74.219
-5.371,33.203,145.02,-61.035
-1.465,33.691,83.984,-55.176
-5.371,28.32,-6.836,-67.871
-6.836,28.32,-32.227,-79.102
-7.324,31.738,27.344,-70.801
-5.371,30.273,135.254,-56.641
-3.418,34.18,76.172,-55.176
-5.371,32.715,5.371,-66.895
-6.836,27.344,-4.883,-78.125
-9.277,31.738,38.086,-76.66
-9.766,29.785,145.508,-59.57
-5.371,24.902,110.84,-51.27
-3.418,26.367,14.648,-62.988
-5.859,26.855,10.742,-75.684
-4.883,31.25,25.879,-75.195
1.953,33.691,134.766,-62.012
7.812,32.715,161.133,-51.758
7.324,31.738,59.57,-57.617
5.371,26.855,-4.395,-67.871
10.254,25.391,81.543,-59.082
15.137,36.133,174.316,-38.574
18.066,36.133,71.777,-33.203
15.625,29.785,70.801,-43.945
10.742,30.762,56.152,-55.664
9.277,31.738,28.809,-54.688
9.277,26.367,143.555,-47.363
10.254,27.344,172.363,-40.527
9.766,33.203,67.383,-39.062
2.93,36.133,43.945,-54.199
0.977,36.621,16.602,-64.453
5.371,36.621,95.703,-49.316
6.836,30.273,211.426,-39.551
8.789,24.902,99.121,-46.875
3.418,30.273,4.883,-60.547
-1.953,28.32,22.949,-68.848
5.859,23.438,139.16,-55.176
5.371,23.926,167.969,-38.574
-1.953,25.391,82.031,-41.504
-0.977,29.297,38.574,-52.246
2.93,31.738,-1.465,-57.129
3.906,36.133,80.078,-53.223
0.488,38.086,183.105,-46.387
0.977,35.156,103.516,-43.945
-2.441,33.691,22.461,-49.316
-6.836,35.156,-3.418,-61.523
-2.441,36.133,87.402,-54.199
1.953,37.109,181.641,-33.203
1.465,39.551,73.73,-34.668
0.977,35.645,-3.418,-49.316
2.441,35.156,24.414,-56.152
10.742,41.504,46.387,-47.363
6.836,39.062,166.016,-35.156
-1.953,35.156,133.789,-36.621
-1.953,32.715,22.949,-48.828
-1.953,31.738,5.859,-60.547
0.0,36.133,98.633,-51.758
5.859,35.645,147.949,-36.133
2.441,30.273,36.133,-35.156
-3.418,32.227,17.09,-42.969
4.395,34.668,38.086,-49.805
6.348,35.645,39.551,-47.852
4.883,31.25,140.625,-41.504
7.324,27.832,137.695,-37.598
6.348,30.762,44.922,-41.016
6.836,32.227,11.23,-53.711
3.906,35.156,27.832,-53.223
5.371,39.062,129.883,-42.48
10.254,39.551,136.719,-35.156
8.301,39.062,36.133,-37.598
3.418,37.598,6.836,-54.199
2.93,38.086,16.113,-61.035
5.859,35.156,55.664,-51.27
9.277,29.785,178.711,-42.969
4.395,28.809,100.098,-47.363
-0.977,30.273,-0.488,-62.988
0.488,31.25,21.973,-66.895
4.883,34.18,83.496,-52.734
5.859,34.18,127.441,-46.387
4.883,33.203,95.703,-51.27
0.488,35.156,38.574,-69.336
-5.859,33.691,21.973,-80.078
-5.859,32.715,73.73,-63.477
-8.301,31.738,142.578,-49.805
-15.625,26.367,99.609,-55.664
-21.484,28.809,23.926,-69.824
-16.602,30.762,9.277,-73.242
-12.695,20.508,52.246,-70.312
-9.277,22.949,159.668,-62.012
-9.766,31.738,116.211,-53.223
-11.23,32.715,11.23,-62.012
-8.301,32.227,5.371,-65.43
-9.766,33.691,82.52,-54.688
-2.93,34.668,128.418,-41.504
3.906,34.668,58.105,-39.062
0.977,30.762,34.668,-50.781
-1.465,26.855,17.09,-62.012
9.766,31.738,68.359,-51.758
24.414,33.691,153.809,-32.715
23.438,34.18,93.75,-32.227
21.973,39.062,-4.883,-40.527
18.555,38.574,3.906,-54.199
12.695,37.109,20.996,-50.781
6.836,36.133,105.469,-34.18
-3.418,35.156,154.297,-30.762
-0.488,34.668,28.809,-36.133
1.953,34.668,4.395,-51.27
0.977,34.18,41.016,-58.105
-1.953,30.762,136.719,-44.434
-5.859,31.738,176.27,-35.156
-8.789,32.227,69.824,-42.48
-10.254,28.32,26.367,-62.5
-5.859,33.691,48.34,-65.43
-3.418,36.621,142.09,-49.805
-0.488,33.691,137.695,-42.48
-2.441,35.156,64.941,-56.152
-6.348,40.039,12.207,-70.312
-6.348,40.527,18.555,-67.871
-3.906,34.668,89.355,-54.688
1.953,34.668,151.367,-41.016
0.488,38.574,70.801,-40.527
-2.93,35.645,12.207,-50.293
-4.395,36.133,21.484,-54.199
0.977,39.062,87.891,-43.457
6.348,38.086,148.926,-32.715
11.719,36.133,55.664,-31.25
10.742,37.109,-4.883,-46.875
1.465,36.621,-17.09,-53.223
-0.488,36.133,68.848,-39.551
0.488,34.668,125.0,-28.809
-0.977,33.691,25.879,-29.785
-0.488,35.645,-6.348,-43.457
-2.441,35.645,13.672,-51.758
-5.859,36.621,107.91,-38.086
1.465,36.621,161.621,-31.25
5.859,36.621,50.781,-41.504
0.977,39.551,4.883,-55.176
-2.93,38.086,14.16,-64.453
0.488,37.598,84.473,-55.664
-0.488,36.621,145.02,-47.852
-4.883,30.273,71.777,-48.34
-9.766,32.227,-7.324,-57.129
-13.184,33.691,-17.09,-71.777
-12.207,29.785,25.879,-68.848
-6.348,32.715,39.551,-51.27
-7.324,34.18,130.859,-41.992
-18.555,27.832,87.402,-51.27
-23.926,27.344,-28.809,-65.43
-20.02,30.762,32.715,-67.871
-18.555,31.738,119.629,-61.035
-19.531,31.738,63.965,-57.129
-17.578,33.203,9.766,-63.965
-18.066,29.785,-18.066,-76.172
-14.648,27.832,7.324,-74.707
-10.254,31.25,69.336,-58.105
-12.695,34.18,84.961,-46.387
-14.16,36.621,36.621,-51.758
-11.719,37.109,-34.18,-70.801
-9.766,36.133,-49.805,-72.754
-11.719,34.668,41.016,-52.734
-10.742,30.762,113.281,-40.527
-15.625,34.18,-2.441,-50.781
-25.879,37.598,-45.898,-64.941
-25.391,31.738,-28.32,-61.523
-25.391,29.785,35.645,-56.152
-21.484,32.227,71.289,-44.434
-20.996,32.715,-34.18,-41.504
-26.855,32.715,-48.34,-60.547
-25.879,29.785,-33.203,-61.035
-25.879,24.414,0.977,-53.223
-27.832,24.414,102.539,-42.48
-31.25,22.949,32.715,-44.922
-37.109,22.949,-60.059,-64.941
-43.457,21.973,-45.41,-65.918
-40.039,18.555,13.672,-57.129
-35.645,20.996,54.199,-47.363
-36.621,23.926,6.348,-47.852
-40.527,25.391,-68.848,-65.918
-47.852,25.391,-78.125,-76.66
-46.387,27.832,-23.438,-66.406
-40.039,32.715,62.012,-49.316
-38.574,30.273,49.316,-43.457
-46.387,27.832,-45.41,-51.758
-54.688,27.832,-66.406,-68.359
-53.711,18.066,23.438,-60.059
-49.316,16.602,67.871,-41.992
-50.781,24.902,11.23,-41.992
-49.316,31.25,-43.945,-59.082
-60.059,29.785,-69.824,-73.242
-63.477,26.367,9.277,-63.965
-55.176,30.273,33.203,-52.734
-55.176,32.715,25.391,-48.34
-57.129,29.785,-23.926,-58.594
-58.105,23.926,-79.59,-72.754
-57.617,23.438,-51.27,-70.312
-61.523,22.949,68.359,-60.547
-64.941,21.484,92.773,-51.758
-68.848,23.438,-45.41,-59.57
-69.336,25.391,-69.336,-74.707
-65.43,24.902,-36.133,-71.289
-61.035,25.391,67.383,-57.617
-50.781,28.32,67.383,-49.316
-44.922,30.273,-51.27,-57.129
-55.176,31.25,-24.414,-73.242
-58.105,27.832,-39.551,-68.848
-52.734,25.879,3.906,-65.43
-54.199,24.414,130.371,-61.035
-53.223,20.508,-1.465,-63.965
-55.176,22.949,-68.359,-76.172
-58.594,25.879,-23.926,-72.266
-52.734,26.367,26.855,-56.641
-52.734,29.785,57.617,-54.688
-57.129,28.32,14.648,-61.035
-54.199,26.855,-57.129,-69.336
-53.711,22.461,-70.801,-71.777
-47.363,21.973,42.969,-58.594
-46.387,28.809,105.957,-46.875
-53.711,23.926,-4.883,-46.387
-51.27,20.996,-67.871,-62.012
-44.434,29.785,-61.035,-70.801
-40.039,31.738,-35.645,-59.082
-43.945,30.762,77.637,-48.828
-46.387,28.809,12.695,-48.828
-46.875,29.785,-82.031,-60.547
-48.828,32.227,-60.547,-69.336
-44.922,27.344,-0.488,-60.059
-41.016,26.855,10.742,-44.922
-42.48,31.25,-20.508,-49.316
-42.48,30.762,-60.547,-66.895
-41.016,31.738,-62.988,-72.266
-39.062,33.203,-84.961,-55.176
-30.762,32.715,13.184,-34.668
-27.832,35.645,67.871,-29.785
-29.785,34.668,-61.523,-44.434
-29.297,34.668,-123.047,-57.617
-33.203,34.18,-81.543,-55.176
-34.18,32.715,-26.367,-41.016
-30.273,34.18,-67.383,-41.016
-32.715,31.738,-132.324,-62.012
-35.156,27.832,-107.422,-71.289
-31.25,31.25,-62.988,-67.383
-27.344,30.762,13.184,-52.734
-25.391,32.227,107.422,-43.945
-32.227,35.156,-10.742,-55.176
-34.18,32.715,-73.73,-66.406
-34.668,37.598,-34.18,-64.941
-35.156,38.086,41.016,-56.152
-30.762,33.203,55.664,-43.945
-33.691,31.738,0.0,-47.363
-40.039,30.273,-31.738,-64.453
-46.387,22.949,-11.23,-70.801
-43.945,19.043,94.727,-59.57
-41.016,24.902,166.016,-48.828
-45.898,27.832,107.91,-56.641
-49.316,22.949,20.996,-70.312
-45.898,23.926,30.762,-73.73
-40.527,27.832,77.637,-65.918
-39.062,28.809,167.48,-51.27
-40.527,28.32,127.441,-52.734
-41.016,25.879,18.555,-72.754
-39.062,28.32,38.574,-74.707
-35.645,25.391,133.301,-58.105
-27.832,22.461,136.719,-45.898
-22.461,32.227,88.867,-42.48
-31.25,34.668,74.219,-60.059
-35.645,31.25,49.316,-76.66
-31.25,30.273,68.359,-63.477
-31.738,29.297,157.227,-50.293
-34.18,32.227,129.883,-51.758
-36.133,35.645,28.32,-69.824
-40.527,32.227,56.641,-80.078
-40.527,28.32,120.605,-68.359
-40.039,29.785,165.039,-54.688
-41.016,30.273,116.699,-50.781
-42.48,27.344,3.906,-62.5
-43.457,30.273,37.598,-70.312
-40.527,35.156,125.488,-66.895
-38.086,30.762,164.062,-54.199
-36.621,27.344,114.258,-43.457
-37.109,32.715,51.758,-52.246
-42.969,31.25,43.457,-66.406
-41.016,30.762,41.504,-59.082
-38.086,36.621,143.066,-49.316
-39.062,36.133,176.758,-42.48
-33.691,31.738,44.434,-52.246
-35.156,29.785,23.926,-70.312
-28.809,30.273,48.34,-63.965
-23.926,33.691,140.137,-49.316
-26.855,33.203,208.008,-42.969
-28.32,31.25,71.289,-49.316
-35.645,26.367,39.551,-61.035
-36.133,24.902,44.434,-56.152
-36.621,26.367,116.699,-44.434
-40.039,25.879,185.059,-45.898
-38.086,24.414,36.621,-53.223
-44.434,24.414,8.301,-66.406
-50.781,23.926,81.543,-69.824
-45.898,21.484,97.656,-54.199
-40.039,19.531,93.262,-42.969
-45.41,20.02,77.148,-47.852
-46.875,24.414,40.039,-60.059
-43.945,20.996,39.062,-58.594
-48.34,13.672,122.559,-40.039
-45.898,18.555,179.199,-24.902
-50.293,30.273,86.914,-25.879
-58.594,33.691,38.086,-46.387
-62.5,31.25,67.871,-64.453
-66.406,33.203,111.816,-57.617
-72.754,34.18,156.738,-46.875
-80.078,32.715,89.844,-41.992
-85.449,36.133,34.18,-55.664
-85.938,35.645,58.105,-71.289
-89.355,32.227,34.668,-63.965
-106.934,31.25,30.273,-56.641
-129.395,30.762,102.051,-54.199
-146.973,33.691,24.414,-66.895
-149.414,33.203,12.207,-75.195
-141.602,32.227,80.566,-66.406
-135.254,29.785,75.684,-53.711
-125.0,28.32,-0.977,-49.805
-121.094,30.762,-80.566,-62.5
-122.559,26.855,-69.824,-70.312
-110.84,24.414,-46.875,-63.477
-105.957,25.391,74.219,-53.711
-106.934,26.855,160.156,-45.898
-105.957,31.738,104.98,-52.734
-104.98,31.25,104.98,-66.406
-97.656,27.832,105.469,-62.5
-90.82,32.227,189.453,-49.316
-88.379,35.645,240.234,-38.574
-79.59,34.18,144.531,-44.434
-74.707,39.062,116.699,-58.105
-72.754,39.062,131.348,-54.688
-64.453,33.203,188.477,-41.992
-59.082,33.691,185.059,-32.715
-60.547,37.109,147.461,-34.18
-66.895,37.598,134.766,-51.27
-68.359,32.715,119.141,-49.316
-63.477,29.785,187.988,-32.715
-57.617,33.203,228.516,-32.715
-55.664,36.133,145.02,-40.527
-64.941,33.691,98.145,-53.711
-63.477,32.227,117.188,-58.105
-51.758,32.227,134.766,-44.922
-45.41,28.32,233.887,-39.551
-49.805,31.25,180.664,-42.969
-50.293,39.062,63.477,-58.594
-46.875,39.062,144.531,-68.848
-43.457,35.645,169.434,-57.129
-37.109,34.668,210.938,-52.246
-30.762,37.109,187.988,-54.199
-26.855,37.109,105.957,-58.594
-31.738,38.574,85.449,-59.57
-32.227,39.551,175.781,-49.316
-26.367,37.598,223.145,-41.504
-19.531,39.551,125.0,-40.039
-11.719,40.039,96.68,-57.129
-2.93,41.504,103.027,-69.336
6.348,41.992,92.773,-55.664
10.254,40.039,184.57,-34.668
10.742,42.48,200.195,-34.18
7.324,41.992,90.332,-51.758
3.906,41.504,83.984,-62.988
9.766,41.016,135.254,-57.129
16.602,36.621,191.895,-41.504
19.043,39.062,151.367,-44.922
20.508,47.363,47.852,-55.176
13.184,43.457,46.387,-62.988
13.184,36.133,144.043,-60.547
17.578,36.133,169.434,-50.293
16.602,38.086,104.492,-45.41
11.23,37.598,56.641,-57.617
0.977,35.156,88.867,-71.777
-0.977,34.18,71.289,-67.383
-0.488,33.203,119.629,-56.641
-0.977,32.227,208.984,-52.734
0.0,35.645,77.148,-56.152
-2.441,38.574,52.246,-73.242
-6.836,38.574,108.398,-75.684
-6.348,33.691,129.883,-55.176
-2.441,29.785,147.461,-43.945
-1.953,31.738,56.641,-53.711
-5.859,31.738,44.922,-66.406
-11.23,30.762,79.102,-67.383
-16.602,25.879,130.859,-59.57
-17.578,20.996,217.773,-51.27
-18.555,23.926,116.211,-50.293
-17.578,25.879,37.598,-55.664
-13.184,23.926,79.59,-57.617
-7.324,26.367,146.484,-47.852
0.488,28.32,166.016,-38.086
-1.953,26.855,96.191,-44.434
-12.695,27.344,51.27,-57.617
-7.812,33.691,72.754,-56.152
-8.789,28.809,127.441,-45.41
-17.09,27.344,164.551,-36.133
-11.719,27.832,124.512,-38.086
-14.16,22.461,68.848,-53.223
-20.508,28.809,53.223,-60.059
-18.555,33.203,118.652,-50.293
-18.555,30.762,166.016,-42.969
-20.508,30.273,116.211,-41.504
-26.855,29.297,60.059,-48.828
-29.785,33.203,55.664,-55.664
-28.32,35.645,125.0,-46.387
-33.691,35.645,154.785,-34.668
-38.574,32.227,92.773,-37.598
-39.551,31.738,61.035,-53.223
-39.551,33.691,81.543,-65.918
-39.062,29.785,66.406,-62.988
-32.715,33.203,45.898,-48.828
-30.273,32.715,158.203,-41.992
-33.203,28.809,79.102,-49.316
-29.297,31.738,2.441,-52.246
-17.09,30.273,66.406,-40.527
-16.113,29.785,106.934,-28.32
-20.508,34.18,95.703,-24.902
-19.043,32.227,13.672,-38.574
-18.555,31.25,-0.977,-51.27
-17.09,36.133,59.082,-51.27
-13.672,32.715,117.188,-47.363
-14.648,28.32,164.551,-41.016
-15.625,29.785,44.922,-41.992
-21.484,29.785,14.648,-54.688
-24.414,26.855,35.645,-56.152
-19.531,26.367,88.867,-43.945
-19.531,27.832,132.324,-38.574
-20.996,29.297,33.203,-41.992
-21.484,28.32,13.672,-49.805
-19.043,24.902,60.059,-48.34
-12.207,27.832,92.773,-31.738
-11.23,28.809,131.836,-25.879
-18.066,27.832,82.031,-29.785
-24.414,28.809,10.742,-39.062
-22.949,28.32,50.781,-41.016
-17.578,25.879,37.598,-34.18
-10.742,24.902,103.516,-29.785
-6.348,24.902,109.863,-30.273
-9.766,25.391,17.09,-44.922
-10.254,29.785,16.113,-49.316
-6.836,29.785,128.418,-33.203
-4.395,28.32,131.836,-18.066
-5.371,33.691,33.691,-23.926
-10.254,34.668,28.809,-41.504
-12.207,29.785,86.426,-47.363
-11.23,27.832,78.613,-36.621
-6.836,25.391,89.355,-26.855
-5.371,27.832,113.77,-26.855
-7.812,33.691,20.508,-37.109
-11.23,33.203,19.531,-40.527
-4.883,30.273,93.75,-29.297
8.301,31.25,135.254,-14.648
8.789,35.156,115.234,-18.066
1.953,36.621,76.66,-32.715
-6.348,31.738,84.473,-38.574
-4.883,32.227,161.133,-32.715
0.488,35.156,218.75,-16.602
-0.488,34.18,205.078,-12.695
-3.418,34.18,113.77,-28.32
-3.906,33.691,95.215,-38.086
-2.441,33.691,119.141,-36.621
-2.93,31.25,173.828,-22.949
-1.953,30.273,183.105,-19.043
-3.418,30.273,72.266,-37.598
-3.418,28.32,79.59,-41.016
4.395,28.32,108.887,-27.344
8.789,33.691,133.789,-23.438
4.883,34.668,177.246,-34.18
1.465,34.668,101.562,-48.34
1.465,33.203,76.66,-59.082
7.812,32.227,117.676,-56.641
12.695,27.344,47.852,-45.41
11.719,27.344,130.371,-39.062
7.812,30.762,133.789,-47.852
2.441,28.32,20.996,-62.988
2.441,28.809,60.059,-61.035
6.836,27.832,134.766,-41.016
9.766,26.367,131.836,-30.273
9.766,29.297,10.742,-31.738
4.883,31.25,-12.207,-43.945
3.418,30.273,82.52,-50.293
8.789,25.879,67.871,-32.227
9.766,26.855,80.078,-25.391
7.324,29.297,88.379,-28.809
-1.953,24.414,5.371,-38.086
-4.395,28.32,26.855,-42.48
4.395,33.691,97.168,-29.297
7.324,32.715,104.98,-22.461
7.812,34.668,48.34,-27.832
6.836,36.621,-32.227,-31.738
8.301,37.109,-24.902,-36.621
12.695,35.156,38.086,-31.25
16.602,32.227,98.145,-20.02
17.578,33.203,105.469,-21.973
10.254,33.691,-26.855,-33.691
0.977,35.645,7.324,-42.48
5.859,42.48,69.336,-31.738
6.836,43.457,71.289,-17.578
6.836,40.527,40.527,-19.531
4.395,38.574,-22.949,-34.668
-3.418,35.645,-24.414,-47.852
0.977,32.715,8.789,-40.039
1.953,35.645,47.363,-22.461
0.0,37.598,58.594,-20.02
1.953,36.133,4.395,-31.738
5.371,36.621,-17.578,-43.457
4.883,39.551,-1.465,-42.48
7.812,43.945,59.57,-27.344
10.742,45.898,72.754,-18.066
11.23,45.41,-25.391,-30.273
14.648,42.969,-10.254,-45.41
19.531,41.016,6.348,-42.969
19.043,37.109,38.574,-27.344
16.602,37.598,96.191,-22.461
17.09,37.598,-21.484,-32.715
17.09,35.645,-9.277,-43.945
15.625,37.598,48.34,-42.48
20.996,37.109,89.844,-29.785
26.855,37.109,94.238,-19.043
15.137,35.645,0.0,-25.879
-0.977,38.574,-25.879,-41.504
-5.371,42.48,24.414,-41.992
2.441,42.48,49.805,-31.25
2.441,40.527,83.008,-23.926
0.0,40.039,51.27,-22.949
0.488,43.945,-53.223,-32.715
-4.883,46.387,2.93,-43.945
-2.93,44.434,50.293,-39.062
-6.348,42.969,86.914,-34.668
-6.348,46.875,82.52,-36.133
-3.906,51.758,-29.785,-49.316
-7.324,52.246,-3.418,-56.641
3.418,51.758,69.336,-42.48
11.23,47.363,98.633,-38.574
6.348,44.922,48.828,-43.457
4.395,45.41,-26.855,-49.316
2.441,45.898,5.859,-55.176
3.418,47.852,64.453,-42.48
9.766,46.387,75.684,-34.18
5.371,39.062,62.988,-40.039
-4.883,33.691,11.23,-47.363
-7.812,37.109,19.531,-58.594
4.395,43.457,41.504,-54.199
9.766,45.41,82.52,-40.039
2.93,40.527,137.207,-36.621
3.418,40.527,0.977,-42.969
6.348,40.039,10.742,-48.34
12.695,38.574,71.289,-39.062
18.066,40.527,95.703,-28.32
13.672,38.086,92.285,-28.809
5.859,37.598,-28.809,-35.156
-2.441,38.574,8.789,-47.363
-3.906,36.133,89.355,-42.969
0.0,34.668,47.363,-36.133
0.488,36.621,105.957,-41.016
-3.418,38.086,55.664,-44.922
-4.395,36.133,-8.789,-51.27
-4.395,35.156,51.27,-46.387
-3.906,34.668,77.148,-28.32
-0.977,34.18,76.172,-18.066
-4.395,32.227,10.742,-24.414
-10.254,33.203,-46.387,-38.574
-6.348,35.645,-1.953,-38.574
-0.977,37.109,109.375,-30.762
0.977,35.645,123.535,-34.668
0.488,35.645,0.977,-43.457
-5.371,35.156,-72.754,-58.105
-5.371,34.18,13.672,-58.594
-1.465,37.109,20.508,-50.293
7.812,38.086,17.09,-43.457
7.324,37.109,51.27,-43.945
3.418,35.156,-8.789,-59.082
6.836,34.18,12.695,-58.105
11.23,40.527,50.781,-43.945
13.672,45.41,50.781,-37.109
12.207,41.016,37.109,-45.41
3.418,38.086,-17.09,-60.547
-6.348,37.598,20.02,-61.523
-9.277,36.621,60.059,-55.176
-6.836,39.062,80.566,-42.969
-4.883,41.504,64.941,-34.668
-7.812,38.086,-23.926,-50.781
-9.766,34.668,34.668,-58.594
-2.93,38.574,40.527,-42.48
4.883,46.387,69.336,-30.762
3.418,47.363,119.629,-29.785
2.441,45.41,-1.953,-35.645
0.488,42.48,31.738,-42.969
-2.441,38.086,79.59,-33.691
-0.977,39.062,90.332,-18.066
2.441,40.527,86.426,-19.043
-0.488,41.504,8.301,-39.551
-3.418,41.992,16.113,-54.688
-1.953,41.504,35.156,-46.875
-3.906,43.457,90.332,-37.109
-5.371,44.434,144.043,-38.086
-1.953,40.039,33.691,-41.016
-7.812,41.504,4.883,-47.363
-12.207,45.41,57.129,-41.504
-2.441,44.434,64.941,-27.832
-0.977,43.945,121.582,-24.902
-2.93,44.434,90.82,-32.715
-1.953,42.48,30.762,-40.527
0.488,40.527,104.98,-28.809
12.207,40.039,138.184,-10.254
10.742,39.551,122.559,-11.23
4.883,38.574,42.969,-26.367
5.371,40.039,21.484,-42.969
-0.977,41.016,83.984,-39.551
-2.441,39.551,132.324,-18.555
3.906,40.527,107.91,-11.719
1.953,44.922,63.477,-23.438
-10.742,42.48,23.926,-39.062
-11.719,40.527,77.637,-35.156
-7.812,40.527,95.215,-22.461
-3.906,36.621,112.305,-19.043
0.0,35.645,116.211,-22.949
0.0,36.621,15.137,-36.133
3.418,34.668,54.199,-37.109
13.184,32.715,112.793,-17.09
19.531,32.715,135.254,-5.371
18.066,33.691,61.035,-10.254
6.348,34.668,-36.133,-25.879
1.953,35.156,60.059,-34.668
11.23,32.715,122.559,-21.973
9.277,30.762,117.188,-10.742
8.301,34.18,101.562,-11.719
6.348,38.574,-14.648,-20.508
2.441,39.551,33.203,-25.879
10.254,41.992,90.82,-11.719
15.625,39.062,87.891,-5.371
7.812,34.18,107.91,-15.625
-1.465,37.109,25.391,-32.227
-4.395,37.598,19.043,-44.434
-1.465,35.645,71.289,-32.715
1.465,36.133,65.918,-20.996
-2.441,36.133,111.328,-23.438
-3.418,36.133,64.453,-32.715
-4.883,35.156,25.879,-39.551
-2.441,36.133,79.59,-39.062
1.465,32.227,82.52,-28.32
2.93,30.762,90.82,-21.973
3.906,37.109,5.859,-34.18
1.465,34.18,14.16,-43.457
5.859,34.18,75.684,-38.574
15.625,36.621,90.82,-19.531
19.531,33.203,75.195,-11.719
20.508,34.18,35.645,-23.438
18.555,35.156,23.926,-31.738
14.648,32.227,90.332,-21.973
9.766,31.25,55.664,-16.113
8.301,34.668,95.215,-28.32
12.207,35.156,113.281,-33.691
6.348,35.156,-7.324,-45.898
7.324,34.668,53.223,-41.504
12.207,32.715,146.484,-26.367
6.836,28.32,102.539,-19.043
2.93,30.762,23.926,-22.949
-3.418,35.156,3.906,-42.48
-5.371,31.738,96.191,-51.758
0.488,30.273,101.562,-37.109
-0.488,30.762,92.285,-20.508
-2.441,29.297,145.996,-20.02
-3.906,29.785,34.18,-40.039
-4.395,30.273,50.293,-41.504
-1.953,30.762,112.793,-28.32
-1.465,31.738,141.602,-27.832
0.977,32.227,98.633,-29.297
1.953,34.668,32.715,-35.645
-1.953,35.645,55.664,-36.133
5.371,35.156,62.5,-28.32
15.625,34.18,122.07,-20.508
19.531,35.156,135.254,-20.02
14.648,36.133,49.805,-39.062
11.23,35.645,65.918,-46.875
13.672,36.133,76.172,-33.691
9.766,37.109,91.797,-24.414
5.371,37.109,140.137,-24.902
2.441,40.039,35.645,-35.645
0.0,39.551,40.527,-41.504
6.836,35.645,95.215,-32.715
7.812,31.738,96.68,-15.137
5.859,31.25,77.637,-12.695
6.836,33.691,24.414,-28.32
2.93,38.574,62.988,-41.992
7.812,41.016,105.957,-33.691
17.09,31.738,75.684,-17.09
16.113,28.809,115.723,-20.508
12.695,36.621,72.754,-36.133
10.742,40.527,22.461,-44.922
11.719,40.527,92.285,-35.156
16.602,38.574,108.398,-20.02
17.09,37.109,105.469,-19.043
13.184,37.598,32.715,-31.738
8.789,37.109,-24.902,-45.898
6.836,33.691,109.863,-43.457
6.836,36.621,91.309,-27.832
0.977,38.086,80.078,-28.32
-3.418,33.691,98.145,-33.691
-1.465,37.598,-8.789,-44.434
0.0,43.457,60.547,-45.898
0.977,42.48,142.09,-34.18
2.441,40.527,112.305,-25.879
-0.488,39.062,50.293,-25.391
0.0,41.992,-8.301,-41.016
1.953,42.969,50.781,-42.48
8.301,41.504,56.152,-36.133
16.602,41.504,107.91,-31.25
19.531,39.551,148.926,-24.902
23.926,36.133,24.902,-41.016
18.555,38.086,53.223,-47.852
14.648,37.598,100.586,-30.273
17.578,34.668,103.027,-14.648
12.207,35.645,76.172,-25.391
3.906,38.574,-26.855,-44.434
0.488,42.969,49.805,-43.457
-9.766,38.574,129.883,-28.809
-11.719,33.203,99.609,-18.066
-4.395,35.156,64.941,-20.508
-5.371,35.156,21.973,-36.133
-11.719,29.297,71.777,-44.434
-3.418,27.832,83.008,-26.855
0.488,31.738,76.66,-20.996
-5.859,33.203,141.113,-29.297
-6.348,30.762,65.43,-33.203
-8.789,30.273,50.293,-44.434
-3.418,36.621,113.281,-38.086
0.488,41.016,141.113,-23.438
1.953,39.551,110.84,-23.926
2.93,35.156,8.301,-34.18
-2.441,35.645,34.18,-42.969
-3.418,35.156,123.047,-35.156
0.977,34.668,177.246,-22.461
3.418,36.133,152.832,-17.578
5.859,38.574,63.965,-24.902
4.395,37.109,42.969,-38.574
6.836,36.133,106.934,-29.785
15.137,34.18,91.797,-15.625
17.09,31.25,116.699,-18.555
18.066,34.668,98.633,-20.996
16.602,37.598,39.551,-29.297
15.137,39.062,105.469,-34.668
13.184,35.645,69.336,-22.461
6.836,32.227,86.426,-14.648
1.953,36.133,127.441,-21.973
4.395,38.574,41.504,-38.574
6.348,36.621,86.914,-42.969
